,movieId,title,genres,year
143,145,Bad Boys,Action|Comedy|Crime|Drama|Thriller,1995
144,146,"Amazing Panda Adventure, The",Adventure|Children,1995
145,147,"Basketball Diaries, The",Drama,1995
146,148,"Awfully Big Adventure, An",Drama,1995
147,149,Amateur,Crime|Drama|Thriller,1994
148,150,Apollo 13,Adventure|Drama|IMAX,1995
149,151,Rob Roy,Action|Drama|Romance|War,1995
150,152,"Addiction, The",Drama|Horror,1995
151,153,Batman Forever,Action|Adventure|Comedy|Crime,1995
152,154,Beauty of the Day (Belle de jour),Drama,1967
153,155,Beyond Rangoon,Adventure|Drama|War,1995
154,156,Blue in the Face,Comedy|Drama,1995
155,157,Canadian Bacon,Comedy|War,1995
156,158,Casper,Adventure|Children,1995
157,159,Clockers,Crime|Drama|Mystery,1995
158,160,Congo,Action|Adventure|Mystery|Sci-Fi,1995
159,161,Crimson Tide,Drama|Thriller|War,1995
160,162,Crumb,Documentary,1994
161,163,Desperado,Action|Romance|Western,1995
162,164,Devil in a Blue Dress,Crime|Film-Noir|Mystery|Thriller,1995
163,165,Die Hard: With a Vengeance,Action|Crime|Thriller,1995
164,166,"Doom Generation, The",Comedy|Crime|Drama,1995
165,167,Feast of July,Drama,1995
166,168,First Knight,Action|Drama|Romance,1995
167,169,Free Willy 2: The Adventure Home,Adventure|Children|Drama,1995
168,170,Hackers,Action|Adventure|Crime|Thriller,1995
169,171,Jeffrey,Comedy|Drama,1995
170,172,Johnny Mnemonic,Action|Sci-Fi|Thriller,1995
171,173,Judge Dredd,Action|Crime|Sci-Fi,1995
172,174,Jury Duty,Comedy,1995
173,175,Kids,Drama,1995
174,176,Living in Oblivion,Comedy,1995
175,177,Lord of Illusions,Horror,1995
176,178,Love & Human Remains,Comedy|Drama,1993
177,179,Mad Love,Drama|Romance,1995
178,180,Mallrats,Comedy|Romance,1995
179,181,Mighty Morphin Power Rangers: The Movie,Action|Children,1995
180,182,Moonlight and Valentino,Drama|Romance,1995
181,183,Mute Witness,Comedy|Horror|Thriller,1994
182,184,Nadja,Drama,1994
183,185,"Net, The",Action|Crime|Thriller,1995
184,186,Nine Months,Comedy|Romance,1995
185,187,Party Girl,Comedy,1995
186,188,"Prophecy, The",Fantasy|Horror|Mystery,1995
187,189,Reckless,Comedy|Fantasy,1995
188,190,Safe,Thriller,1995
189,191,"Scarlet Letter, The",Drama|Romance,1995
190,192,"Show, The",Documentary,1995
191,193,Showgirls,Drama,1995
192,194,Smoke,Comedy|Drama,1995
193,195,Something to Talk About,Comedy|Drama|Romance,1995
194,196,Species,Horror|Sci-Fi,1995
195,197,"Stars Fell on Henrietta, The",Drama,1995
196,198,Strange Days,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,1995
197,199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",Drama|Musical|Romance,1964
198,200,"Tie That Binds, The",Thriller,1995
199,201,Three Wishes,Drama|Fantasy,1995
200,202,Total Eclipse,Drama|Romance,1995
201,203,"To Wong Foo, Thanks for Everything! Julie Newmar",Comedy,1995
202,204,Under Siege 2: Dark Territory,Action,1995
203,205,Unstrung Heroes,Comedy|Drama,1995
204,206,Unzipped,Documentary,1995
205,207,"Walk in the Clouds, A",Drama|Romance,1995
206,208,Waterworld,Action|Adventure|Sci-Fi,1995
207,209,White Man's Burden,Drama,1995
208,210,Wild Bill,Western,1995
209,211,"Browning Version, The",Drama,1994
210,212,Bushwhacked,Adventure|Comedy|Crime|Mystery,1995
211,213,Burnt by the Sun (Utomlyonnye solntsem),Drama,1994
212,214,Before the Rain (Pred dozhdot),Drama|War,1994
213,215,Before Sunrise,Drama|Romance,1995
214,216,Billy Madison,Comedy,1995
215,217,"Babysitter, The",Drama|Thriller,1995
216,218,Boys on the Side,Comedy|Drama,1995
217,219,"Cure, The",Drama,1995
218,220,Castle Freak,Horror,1995
219,222,Circle of Friends,Drama|Romance,1995
220,223,Clerks,Comedy,1994
221,224,Don Juan DeMarco,Comedy|Drama|Romance,1995
222,225,Disclosure,Drama|Thriller,1994
223,226,Dream Man,Thriller,1995
224,227,Drop Zone,Action|Thriller,1994
225,228,Destiny Turns on the Radio,Comedy,1995
226,229,Death and the Maiden,Drama|Thriller,1994
227,230,Dolores Claiborne,Drama|Thriller,1995
228,231,Dumb & Dumber (Dumb and Dumber),Adventure|Comedy,1994
229,232,Eat Drink Man Woman (Yin shi nan nu),Comedy|Drama|Romance,1994
230,233,Exotica,Drama,1994
231,234,Exit to Eden,Comedy,1994
232,235,Ed Wood,Comedy|Drama,1994
233,236,French Kiss,Action|Comedy|Romance,1995
234,237,Forget Paris,Comedy|Romance,1995
235,238,Far From Home: The Adventures of Yellow Dog,Adventure|Children,1995
236,239,"Goofy Movie, A",Animation|Children|Comedy|Romance,1995
237,240,Hideaway,Thriller,1995
238,241,Fluke,Children|Drama,1995
239,242,Farinelli: il castrato,Drama|Musical,1994
240,243,Gordy,Children|Comedy|Fantasy,1995
241,244,Gumby: The Movie,Animation|Children,1995
242,245,"Glass Shield, The",Crime|Drama,1994
243,246,Hoop Dreams,Documentary,1994
244,247,Heavenly Creatures,Crime|Drama,1994
245,248,Houseguest,Comedy,1994
246,249,Immortal Beloved,Drama|Romance,1994
247,250,Heavyweights (Heavy Weights),Children|Comedy,1995
248,251,"Hunted, The",Action,1995
249,252,I.Q.,Comedy|Romance,1994
250,253,Interview with the Vampire: The Vampire Chronicles,Drama|Horror,1994
251,254,Jefferson in Paris,Drama,1995
252,255,"Jerky Boys, The",Comedy,1995
253,256,Junior,Comedy|Sci-Fi,1994
254,257,Just Cause,Mystery|Thriller,1995
255,258,"Kid in King Arthur's Court, A",Adventure|Children|Comedy|Fantasy|Romance,1995
256,259,Kiss of Death,Crime|Drama|Thriller,1995
257,260,Star Wars: Episode IV - A New Hope,Action|Adventure|Sci-Fi,1977
258,261,Little Women,Drama,1994
259,262,"Little Princess, A",Children|Drama,1995
260,263,Ladybird Ladybird,Drama,1994
261,264,"Enfer, L'",Drama,1994
262,265,Like Water for Chocolate (Como agua para chocolate),Drama|Fantasy|Romance,1992
263,266,Legends of the Fall,Drama|Romance|War|Western,1994
264,267,Major Payne,Comedy,1995
265,268,Little Odessa,Crime|Drama,1994
266,269,My Crazy Life (Mi vida loca),Drama,1993
267,270,Love Affair,Drama|Romance,1994
268,271,Losing Isaiah,Drama,1995
269,272,"Madness of King George, The",Comedy|Drama,1994
270,273,Mary Shelley's Frankenstein (Frankenstein),Drama|Horror|Sci-Fi,1994
271,274,Man of the House,Comedy,1995
272,275,Mixed Nuts,Comedy,1994
273,276,Milk Money,Comedy|Romance,1994
274,277,Miracle on 34th Street,Drama,1994
275,278,Miami Rhapsody,Comedy,1995
276,279,My Family,Drama,1995
277,280,Murder in the First,Drama|Thriller,1995
278,281,Nobody's Fool,Comedy|Drama|Romance,1994
279,282,Nell,Drama,1994
280,283,New Jersey Drive,Crime|Drama,1995
281,284,New York Cop (Nyû Yôku no koppu),Action|Crime,1993
282,285,Beyond Bedlam,Drama|Horror,1993
283,286,Nemesis 2: Nebula,Action|Sci-Fi|Thriller,1995
284,287,Nina Takes a Lover,Comedy|Romance,1994
285,288,Natural Born Killers,Action|Crime|Thriller,1994
286,289,Only You,Comedy|Romance,1994
287,290,Once Were Warriors,Crime|Drama,1994
288,291,Poison Ivy II,Drama|Thriller,1996
289,292,Outbreak,Action|Drama|Sci-Fi|Thriller,1995
290,293,Léon: The Professional (a.k.a. The Professional) (Léon),Action|Crime|Drama|Thriller,1994
291,294,"Perez Family, The",Comedy|Romance,1995
292,295,"Pyromaniac's Love Story, A",Comedy|Romance,1995
293,296,Pulp Fiction,Comedy|Crime|Drama|Thriller,1994
294,297,Panther,Drama,1995
295,298,Pushing Hands (Tui shou),Drama,1992
296,299,Priest,Drama,1994
297,300,Quiz Show,Drama,1994
298,301,Picture Bride (Bijo photo),Drama|Romance,1994
299,302,"Queen Margot (Reine Margot, La)",Drama|Romance,1994
300,303,"Quick and the Dead, The",Action|Thriller|Western,1995
301,304,Roommates,Comedy|Drama,1995
302,305,Ready to Wear (Pret-A-Porter),Comedy,1994
303,306,Three Colors: Red (Trois couleurs: Rouge),Drama,1994
304,307,Three Colors: Blue (Trois couleurs: Bleu),Drama,1993
305,308,Three Colors: White (Trzy kolory: Bialy),Comedy|Drama,1994
306,309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng)",Drama,1994
307,310,Rent-a-Kid,Comedy,1995
308,311,Relative Fear,Horror|Thriller,1994
309,312,Stuart Saves His Family,Comedy,1995
310,313,"Swan Princess, The",Animation|Children,1994
311,314,"Secret of Roan Inish, The",Children|Drama|Fantasy|Mystery,1994
312,315,"Specialist, The",Action|Drama|Thriller,1994
313,316,Stargate,Action|Adventure|Sci-Fi,1994
314,317,"Santa Clause, The",Comedy|Drama|Fantasy,1994
315,318,"Shawshank Redemption, The",Crime|Drama,1994
316,319,Shallow Grave,Comedy|Drama|Thriller,1994
317,320,Suture,Film-Noir|Thriller,1993
318,321,Strawberry and Chocolate (Fresa y chocolate),Drama,1993
319,322,Swimming with Sharks,Comedy|Drama,1995
320,324,"Sum of Us, The",Comedy|Drama,1994
321,325,National Lampoon's Senior Trip,Comedy,1995
322,326,To Live (Huozhe),Drama,1994
323,327,Tank Girl,Action|Comedy|Sci-Fi,1995
324,328,Tales from the Crypt Presents: Demon Knight,Horror|Thriller,1995
325,329,Star Trek: Generations,Adventure|Drama|Sci-Fi,1994
326,330,Tales from the Hood,Action|Crime|Horror,1995
327,331,Tom & Viv,Drama,1994
328,332,Village of the Damned,Horror|Sci-Fi,1995
329,333,Tommy Boy,Comedy,1995
330,334,Vanya on 42nd Street,Drama,1994
331,335,Underneath,Mystery|Thriller,1995
332,336,"Walking Dead, The",Drama|War,1995
333,337,What's Eating Gilbert Grape,Drama,1993
334,338,Virtuosity,Action|Sci-Fi|Thriller,1995
335,339,While You Were Sleeping,Comedy|Romance,1995
336,340,"War, The",Adventure|Drama|War,1994
337,341,Double Happiness,Drama,1994
338,342,Muriel's Wedding,Comedy,1994
339,343,"Baby-Sitters Club, The",Children,1995
340,344,Ace Ventura: Pet Detective,Comedy,1994
341,345,"Adventures of Priscilla, Queen of the Desert, The",Comedy|Drama,1994
342,346,Backbeat,Drama|Musical,1993
343,347,Bitter Moon,Drama|Film-Noir|Romance,1992
344,348,Bullets Over Broadway,Comedy,1994
345,349,Clear and Present Danger,Action|Crime|Drama|Thriller,1994
346,350,"Client, The",Drama|Mystery|Thriller,1994
347,351,"Corrina, Corrina",Comedy|Drama|Romance,1994
348,352,Crooklyn,Comedy|Drama,1994
349,353,"Crow, The",Action|Crime|Fantasy|Thriller,1994
350,354,Cobb,Drama,1994
351,355,"Flintstones, The",Children|Comedy|Fantasy,1994
352,356,Forrest Gump,Comedy|Drama|Romance|War,1994
353,357,Four Weddings and a Funeral,Comedy|Romance,1994
354,358,Higher Learning,Drama,1995
355,359,I Like It Like That,Comedy|Drama|Romance,1994
356,360,I Love Trouble,Action|Comedy,1994
357,361,It Could Happen to You,Comedy|Drama|Romance,1994
358,362,"Jungle Book, The",Adventure|Children|Romance,1994
359,363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die)",Documentary,1993
360,364,"Lion King, The",Adventure|Animation|Children|Drama|Musical|IMAX,1994
361,365,Little Buddha,Drama,1993
362,366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A)",Drama|Horror|Mystery|Thriller,1994
363,367,"Mask, The",Action|Comedy|Crime|Fantasy,1994
364,368,Maverick,Adventure|Comedy|Western,1994
365,369,Mrs. Parker and the Vicious Circle,Drama,1994
366,370,Naked Gun 33 1/3: The Final Insult,Action|Comedy,1994
367,371,"Paper, The",Comedy|Drama,1994
368,372,Reality Bites,Comedy|Drama|Romance,1994
369,373,Red Rock West,Thriller,1992
370,374,Richie Rich,Children|Comedy,1994
371,375,Safe Passage,Drama,1994
372,376,"River Wild, The",Action|Thriller,1994
373,377,Speed,Action|Romance|Thriller,1994
374,378,Speechless,Comedy|Romance,1994
375,379,Timecop,Action|Sci-Fi|Thriller,1994
376,380,True Lies,Action|Adventure|Comedy|Romance|Thriller,1994
377,381,When a Man Loves a Woman,Drama|Romance,1994
378,382,Wolf,Drama|Horror|Romance|Thriller,1994
379,383,Wyatt Earp,Western,1994
380,384,Bad Company,Action|Crime|Drama,1995
381,385,"Man of No Importance, A",Drama,1994
382,386,S.F.W.,Drama,1994
383,387,"Low Down Dirty Shame, A",Action|Comedy,1994
384,388,Boys Life,Drama,1995
385,389,"Colonel Chabert, Le",Drama|Romance|War,1994
386,390,Faster Pussycat! Kill! Kill!,Action|Crime|Drama,1965
387,391,Jason's Lyric,Crime|Drama,1994
388,392,"Secret Adventures of Tom Thumb, The",Adventure|Animation,1993
389,393,Street Fighter,Action|Adventure|Fantasy,1994
390,394,Coldblooded,Comedy,1995
391,395,Desert Winds,Drama|Fantasy|Romance,1995
392,396,Fall Time,Drama,1995
393,397,"Fear, The",Horror,1995
394,398,Frank and Ollie,Documentary,1995
395,399,Girl in the Cadillac,Drama,1995
396,400,Homage,Drama,1995
397,401,Mirage,Action|Thriller,1995
398,402,Open Season,Comedy,1996
399,403,Two Crimes (Dos crímenes),Comedy|Crime|Drama,1995
400,404,Brother Minister: The Assassination of Malcolm X,Documentary,1994
401,405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension),Action|Fantasy,1994
402,406,Federal Hill,Drama,1994
403,407,In the Mouth of Madness,Horror|Thriller,1995
404,408,8 Seconds,Drama,1994
405,409,Above the Rim,Crime|Drama,1994
406,410,Addams Family Values,Children|Comedy|Fantasy,1993
407,411,Martin Lawrence: You So Crazy,Comedy|Documentary,1994
408,412,"Age of Innocence, The",Drama,1993
409,413,Airheads,Comedy,1994
410,414,"Air Up There, The",Comedy,1994
411,415,Another Stakeout,Comedy|Thriller,1993
412,416,Bad Girls,Western,1994
413,417,Barcelona,Comedy|Romance,1994
414,418,Being Human,Drama,1993
415,419,"Beverly Hillbillies, The",Comedy,1993
416,420,Beverly Hills Cop III,Action|Comedy|Crime|Thriller,1994
417,421,Black Beauty,Adventure|Children|Drama,1994
418,422,Blink,Thriller,1994
419,423,Blown Away,Action|Thriller,1994
420,424,Blue Chips,Drama,1994
421,425,Blue Sky,Drama|Romance,1994
422,426,Body Snatchers,Horror|Sci-Fi|Thriller,1993
423,427,Boxing Helena,Drama|Mystery|Romance|Thriller,1993
424,428,"Bronx Tale, A",Drama,1993
425,429,Cabin Boy,Comedy,1994
426,430,Calendar Girl,Comedy|Drama,1993
427,431,Carlito's Way,Crime|Drama,1993
428,432,City Slickers II: The Legend of Curly's Gold,Adventure|Comedy|Western,1994
429,433,Clean Slate,Comedy,1994
430,434,Cliffhanger,Action|Adventure|Thriller,1993
431,435,Coneheads,Comedy|Sci-Fi,1993
432,436,Color of Night,Drama|Thriller,1994
433,437,Cops and Robbersons,Comedy,1994
434,438,"Cowboy Way, The",Action|Comedy|Drama,1994
435,439,Dangerous Game,Drama,1993
436,440,Dave,Comedy|Romance,1993
437,441,Dazed and Confused,Comedy,1993
438,442,Demolition Man,Action|Adventure|Sci-Fi,1993
439,443,"Endless Summer 2, The",Adventure|Documentary,1994
440,444,Even Cowgirls Get the Blues,Comedy|Romance,1993
441,445,Fatal Instinct,Comedy,1993
442,446,Farewell My Concubine (Ba wang bie ji),Drama|Romance,1993
443,447,"Favor, The",Comedy|Romance,1994
444,448,Fearless,Drama,1993
445,449,Fear of a Black Hat,Comedy,1994
446,450,With Honors,Comedy|Drama,1994
447,451,Flesh and Bone,Drama|Mystery|Romance,1993
448,452,Widows' Peak,Drama,1994
449,453,For Love or Money,Comedy|Romance,1993
450,454,"Firm, The",Drama|Thriller,1993
451,455,Free Willy,Adventure|Children|Drama,1993
452,456,Fresh,Crime|Drama|Thriller,1994
453,457,"Fugitive, The",Thriller,1993
454,458,Geronimo: An American Legend,Drama|Western,1993
455,459,"Getaway, The",Action|Adventure|Crime|Drama|Romance|Thriller,1994
456,460,Getting Even with Dad,Comedy,1994
457,461,Go Fish,Drama|Romance,1994
458,462,"Good Man in Africa, A",Action|Adventure,1994
459,463,Guilty as Sin,Crime|Drama|Thriller,1993
460,464,Hard Target,Action|Adventure|Crime|Thriller,1993
461,465,Heaven & Earth,Action|Drama|War,1993
462,466,Hot Shots! Part Deux,Action|Comedy|War,1993
463,467,Live Nude Girls,Comedy,1995
464,468,"Englishman Who Went Up a Hill But Came Down a Mountain, The",Comedy|Romance,1995
465,469,"House of the Spirits, The",Drama|Romance,1993
466,470,House Party 3,Comedy,1994
467,471,"Hudsucker Proxy, The",Comedy,1994
468,472,I'll Do Anything,Comedy|Drama,1994
469,473,In the Army Now,Comedy|War,1994
470,474,In the Line of Fire,Action|Thriller,1993
471,475,In the Name of the Father,Drama,1993
472,476,"Inkwell, The",Comedy|Drama,1994
473,477,What's Love Got to Do with It?,Drama|Musical,1993
474,478,Jimmy Hollywood,Comedy|Crime|Drama,1994
475,479,Judgment Night,Action|Crime|Thriller,1993
476,480,Jurassic Park,Action|Adventure|Sci-Fi|Thriller,1993
477,481,Kalifornia,Drama|Thriller,1993
478,482,Killing Zoe,Crime|Drama|Thriller,1994
479,483,King of the Hill,Drama,1993
480,484,Lassie,Adventure|Children,1994
481,485,Last Action Hero,Action|Adventure|Comedy|Fantasy,1993
482,486,Life with Mikey,Comedy,1993
483,487,Lightning Jack,Comedy|Western,1994
484,488,M. Butterfly,Drama|Romance,1993
485,489,Made in America,Comedy,1993
486,490,Malice,Thriller,1993
487,491,"Man Without a Face, The",Drama,1993
488,492,Manhattan Murder Mystery,Comedy|Mystery,1993
489,493,Menace II Society,Action|Crime|Drama,1993
490,494,Executive Decision,Action|Adventure|Thriller,1996
491,495,In the Realm of the Senses (Ai no corrida),Drama,1976
492,496,What Happened Was...,Comedy|Drama|Romance|Thriller,1994
493,497,Much Ado About Nothing,Comedy|Romance,1993
494,498,Mr. Jones,Drama|Romance,1993
495,499,Mr. Wonderful,Comedy|Romance,1993
496,500,Mrs. Doubtfire,Comedy|Drama,1993
497,501,Naked,Drama,1993
498,502,"Next Karate Kid, The",Action|Children|Romance,1994
499,503,"New Age, The",Drama,1994
500,504,No Escape,Action|Drama|Sci-Fi,1994
501,505,North,Comedy,1994
502,506,Orlando,Drama|Fantasy|Romance,1992
503,507,"Perfect World, A",Crime|Drama|Thriller,1993
504,508,Philadelphia,Drama,1993
505,509,"Piano, The",Drama|Romance,1993
506,510,Poetic Justice,Drama,1993
507,511,"Program, The",Action|Drama,1993
508,512,"Puppet Masters, The",Horror|Sci-Fi,1994
509,513,Radioland Murders,Comedy|Mystery|Romance,1994
510,514,"Ref, The",Comedy,1994
511,515,"Remains of the Day, The",Drama|Romance,1993
512,516,Renaissance Man,Comedy|Drama,1994
513,517,Rising Sun,Action|Drama|Mystery,1993
514,518,"Road to Wellville, The",Comedy,1994
515,519,RoboCop 3,Action|Crime|Drama|Sci-Fi|Thriller,1993
516,520,Robin Hood: Men in Tights,Comedy,1993
517,521,Romeo Is Bleeding,Crime|Thriller,1993
518,522,Romper Stomper,Action|Drama,1992
519,523,Ruby in Paradise,Drama,1993
520,524,Rudy,Drama,1993
521,525,"Saint of Fort Washington, The",Drama,1993
522,526,"Savage Nights (Nuits fauves, Les)",Drama,1992
523,527,Schindler's List,Drama|War,1993
524,528,"Scout, The",Comedy|Drama,1994
525,529,Searching for Bobby Fischer,Drama,1993
526,530,Second Best,Drama,1994
527,531,"Secret Garden, The",Children|Drama,1993
528,532,Serial Mom,Comedy|Crime|Horror,1994
529,533,"Shadow, The",Action|Adventure|Fantasy|Mystery,1994
530,534,Shadowlands,Drama|Romance,1993
531,535,Short Cuts,Drama,1993
532,536,"Simple Twist of Fate, A",Drama,1994
533,537,Sirens,Drama,1994
534,538,Six Degrees of Separation,Drama,1993
535,539,Sleepless in Seattle,Comedy|Drama|Romance,1993
536,540,Sliver,Thriller,1993
537,541,Blade Runner,Action|Sci-Fi|Thriller,1982
538,542,Son in Law,Comedy|Drama|Romance,1993
539,543,So I Married an Axe Murderer,Comedy|Romance|Thriller,1993
540,544,Striking Distance,Action|Crime,1993
541,545,Harem,Drama,1985
