,userId,movieId,rating
104,1,3438,3.5
105,1,3476,3.5
106,1,3479,4.0
107,1,3489,4.0
108,1,3499,4.0
109,1,3889,4.0
110,1,3932,3.0
111,1,3996,4.0
112,1,3997,3.5
113,1,4011,4.0
114,1,4027,4.0
115,1,4105,3.5
116,1,4128,4.0
117,1,4133,3.0
118,1,4226,3.5
119,1,4306,4.0
120,1,4446,3.5
121,1,4467,4.0
122,1,4571,4.0
123,1,4720,3.5
124,1,4754,4.0
125,1,4878,3.5
126,1,4896,4.0
127,1,4911,4.0
128,1,4915,3.0
129,1,4941,3.5
130,1,4980,3.5
131,1,4993,5.0
132,1,5026,4.0
133,1,5039,4.0
134,1,5040,3.0
135,1,5146,3.5
136,1,5171,4.0
137,1,5540,4.0
138,1,5679,3.5
139,1,5797,4.0
140,1,5816,4.0
141,1,5898,3.5
142,1,5952,5.0
143,1,5999,3.5
144,1,6093,4.0
145,1,6242,3.5
146,1,6333,4.0
147,1,6502,3.5
148,1,6539,4.0
149,1,6754,4.0
150,1,6755,3.5
151,1,6774,4.0
152,1,6807,3.5
153,1,6834,3.5
154,1,6888,3.0
155,1,7001,3.5
156,1,7045,3.5
157,1,7046,4.0
158,1,7153,5.0
159,1,7164,3.5
160,1,7247,3.5
161,1,7387,3.5
162,1,7389,4.0
163,1,7438,4.0
164,1,7449,3.5
165,1,7454,4.0
166,1,7482,3.0
167,1,7757,4.0
168,1,8368,4.0
169,1,8482,3.5
170,1,8507,5.0
171,1,8636,4.5
172,1,8690,3.5
173,1,8961,4.0
174,1,31696,4.0
175,2,3,4.0
176,2,62,5.0
177,2,70,5.0
178,2,110,4.0
179,2,242,3.0
180,2,260,5.0
181,2,266,5.0
182,2,469,3.0
183,2,480,5.0
184,2,541,5.0
185,2,589,5.0
186,2,891,2.0
187,2,908,4.0
188,2,924,5.0
189,2,1121,3.0
190,2,1196,5.0
191,2,1210,5.0
192,2,1214,5.0
193,2,1249,5.0
194,2,1259,5.0
195,2,1270,5.0
196,2,1327,5.0
197,2,1356,5.0
198,2,1544,5.0
199,2,1580,4.0
200,2,1673,4.0
201,2,1748,5.0
202,2,1965,3.0
203,2,1969,2.0
204,2,1970,2.0
205,2,1971,2.0
206,2,1972,2.0
207,2,1973,3.0
208,2,1974,5.0
209,2,1986,2.0
210,2,2291,2.0
211,2,2454,4.0
212,2,2455,4.0
213,2,2791,2.0
214,2,2858,3.0
215,2,2948,5.0
216,2,2951,4.0
217,2,3150,4.0
218,2,3159,3.0
219,2,3173,4.0
220,2,3450,5.0
221,2,3513,5.0
222,2,3534,3.0
223,2,3555,4.0
224,2,3565,3.0
225,2,3703,4.0
226,2,3753,4.0
227,2,3917,4.0
228,2,3918,3.0
229,2,3923,4.0
230,2,3926,4.0
231,2,3927,5.0
232,2,3928,5.0
233,2,3930,5.0
234,2,3937,4.0
235,2,3959,5.0
236,3,1,4.0
237,3,24,3.0
238,3,32,4.0
239,3,50,5.0
240,3,160,3.0
241,3,173,2.0
242,3,175,5.0
243,3,196,3.0
244,3,223,5.0
245,3,260,5.0
246,3,316,5.0
247,3,318,5.0
248,3,329,5.0
249,3,337,3.0
250,3,440,3.0
251,3,442,3.0
252,3,457,5.0
253,3,480,5.0
254,3,490,5.0
255,3,512,2.0
256,3,541,5.0
257,3,589,4.0
258,3,593,5.0
259,3,610,4.0
260,3,718,3.0
261,3,780,3.0
262,3,788,4.0
263,3,858,5.0
264,3,904,5.0
265,3,905,3.0
266,3,919,4.0
267,3,924,5.0
268,3,953,5.0
269,3,968,3.0
270,3,1037,3.0
271,3,1060,5.0
272,3,1073,5.0
273,3,1077,4.0
274,3,1079,4.0
275,3,1084,5.0
276,3,1089,5.0
277,3,1094,4.0
278,3,1097,5.0
279,3,1103,4.0
280,3,1125,4.0
281,3,1127,3.0
282,3,1129,5.0
283,3,1179,3.0
284,3,1188,2.0
285,3,1193,4.0
286,3,1196,5.0
287,3,1197,5.0
288,3,1198,5.0
289,3,1199,4.0
290,3,1200,4.0
291,3,1206,5.0
292,3,1208,5.0
293,3,1210,5.0
294,3,1213,5.0
295,3,1214,5.0
296,3,1215,4.0
297,3,1219,4.0
298,3,1220,5.0
299,3,1221,5.0
300,3,1222,5.0
301,3,1225,3.0
302,3,1228,3.0
303,3,1230,5.0
304,3,1240,5.0
305,3,1242,5.0
306,3,1247,5.0
307,3,1257,5.0
308,3,1258,5.0
309,3,1259,5.0
310,3,1261,5.0
311,3,1266,5.0
312,3,1270,5.0
313,3,1272,4.0
314,3,1276,5.0
315,3,1278,5.0
316,3,1288,2.0
317,3,1304,5.0
318,3,1307,4.0
319,3,1321,5.0
320,3,1330,3.0
321,3,1333,4.0
322,3,1345,4.0
323,3,1356,5.0
324,3,1372,3.0
325,3,1373,4.0
326,3,1374,5.0
327,3,1375,5.0
328,3,1376,4.0
329,3,1396,3.0
330,3,1544,4.0
331,3,1584,4.0
332,3,1603,4.0
333,3,1653,4.0
334,3,1674,4.0
335,3,1676,5.0
336,3,1721,4.0
337,3,1762,4.0
338,3,1779,3.0
339,3,1810,3.0
340,3,1831,5.0
341,3,1876,4.0
342,3,1882,4.0
343,3,1909,5.0
344,3,1917,4.0
345,3,1921,4.0
346,3,2009,5.0
347,3,2011,3.0
348,3,2012,3.0
349,3,2018,4.0
350,3,2028,4.0
351,3,2034,4.0
352,3,2046,5.0
353,3,2053,3.0
354,3,2054,4.0
355,3,2076,5.0
356,3,2093,5.0
357,3,2105,4.0
358,3,2117,5.0
359,3,2118,5.0
360,3,2140,4.0
361,3,2150,5.0
362,3,2236,4.0
363,3,2288,5.0
364,3,2311,4.0
365,3,2329,4.0
366,3,2366,4.0
367,3,2371,4.0
368,3,2391,5.0
369,3,2407,4.0
370,3,2428,4.0
371,3,2448,5.0
372,3,2455,4.0
373,3,2505,4.0
374,3,2528,4.0
375,3,2529,5.0
376,3,2530,4.0
377,3,2531,3.0
378,3,2532,4.0
379,3,2533,3.0
380,3,2541,1.0
381,3,2551,4.0
382,3,2567,3.0
383,3,2571,5.0
384,3,2574,3.0
385,3,2613,4.0
386,3,2615,4.0
387,3,2628,5.0
388,3,2640,4.0
389,3,2642,3.0
390,3,2643,1.0
391,3,2657,3.0
392,3,2662,3.0
393,3,2668,4.0
394,3,2676,1.0
395,3,2694,4.0
396,3,2699,3.0
397,3,2710,5.0
398,3,2722,4.0
399,3,2750,4.0
400,3,2788,5.0
401,3,2791,5.0
402,3,2797,4.0
403,3,2808,4.0
404,3,2857,3.0
405,3,2872,5.0
406,3,2900,3.0
407,3,2901,3.0
408,3,2916,4.0
409,3,2918,5.0
410,3,2947,4.0
411,3,2948,4.0
412,3,2949,4.0
413,3,2968,5.0
414,3,2985,5.0
415,3,2986,2.0
416,3,3033,5.0
417,3,3039,5.0
418,3,3070,4.0
419,3,3072,4.0
420,3,3098,4.0
421,3,3142,4.0
422,3,5060,5.0
423,4,6,3.0
424,4,10,4.0
425,4,19,3.0
426,4,32,1.0
427,4,165,3.0
428,4,329,3.0
429,4,350,4.0
430,4,356,4.0
431,4,367,3.0
432,4,368,4.0
433,4,370,4.0
434,4,377,4.0
435,4,380,3.0
436,4,420,3.0
437,4,431,4.0
438,4,440,3.0
439,4,454,5.0
440,4,480,4.0
441,4,489,4.0
442,4,519,3.0
443,4,520,4.0
444,4,531,3.0
445,4,548,3.0
446,4,586,4.0
447,4,589,4.0
448,4,594,4.0
449,4,596,4.0
450,4,733,5.0
451,5,2,3.0
452,5,11,5.0
453,5,17,3.0
454,5,60,3.0
455,5,62,5.0
456,5,104,2.0
457,5,110,4.0
458,5,140,2.0
459,5,141,5.0
460,5,150,5.0
461,5,224,2.0
462,5,235,3.0
463,5,260,5.0
464,5,282,4.0
465,5,316,4.0
466,5,318,5.0
467,5,350,4.0
468,5,364,5.0
469,5,367,3.0
470,5,368,5.0
471,5,370,4.0
472,5,376,4.0
473,5,377,5.0
474,5,380,5.0
475,5,440,5.0
476,5,454,5.0
477,5,457,5.0
478,5,475,4.0
479,5,480,4.0
480,5,491,4.0
481,5,500,5.0
482,5,508,5.0
483,5,515,3.0
484,5,529,4.0
485,5,531,5.0
486,5,587,4.0
487,5,588,5.0
488,5,589,5.0
489,5,590,5.0
490,5,593,3.0
491,5,594,5.0
492,5,595,5.0
493,5,608,3.0
494,5,631,3.0
495,5,648,3.0
496,5,671,5.0
497,5,708,3.0
498,5,720,5.0
499,5,736,5.0
500,5,780,5.0
501,5,788,3.0
502,5,832,5.0
503,5,1028,5.0
504,5,1035,5.0
505,5,1036,5.0
506,5,1042,4.0
507,5,1073,2.0
508,5,1079,5.0
509,5,1080,5.0
510,5,1097,5.0
511,5,1136,5.0
512,5,1196,5.0
513,5,1198,5.0
514,5,1210,5.0
515,5,1291,5.0
516,5,1393,5.0
517,6,1,5.0
518,6,3,3.0
519,6,7,5.0
520,6,17,5.0
521,6,52,5.0
522,6,62,5.0
523,6,135,3.0
524,6,140,4.0
525,6,141,5.0
526,6,260,4.0
527,6,494,4.0
528,6,628,4.0
529,6,648,5.0
530,6,653,4.0
531,6,708,4.0
532,6,719,3.0
533,6,733,3.0
534,6,736,2.0
535,6,743,3.0
536,6,762,3.0
537,6,780,3.0
538,6,788,4.0
539,6,802,3.0
540,6,1073,1.0
541,7,3,3.0
542,7,7,3.0
543,7,11,4.0
544,7,15,2.0
545,7,16,3.0
546,7,17,2.0
547,7,24,3.0
548,7,105,2.0
549,7,122,2.0
550,7,151,3.0
551,7,252,2.0
552,7,260,5.0
553,7,271,3.0
554,7,276,2.0
555,7,316,3.0
556,7,339,3.0
557,7,348,4.0
558,7,351,3.0
559,7,355,3.0
560,7,356,4.0
561,7,357,3.0
562,7,362,3.0
563,7,364,4.0
564,7,377,3.0
565,7,425,3.0
566,7,440,4.0
567,7,480,5.0
568,7,509,2.0
569,7,539,4.0
570,7,553,4.0
571,7,587,5.0
572,7,589,5.0
573,7,590,4.0
574,7,597,4.0
575,7,674,2.0
576,7,708,3.0
577,7,736,3.0
578,7,750,5.0
579,7,780,4.0
580,7,788,3.0
581,7,806,1.0
582,7,852,3.0
583,7,880,3.0
584,7,899,4.0
585,7,908,4.0
586,7,912,5.0
587,7,914,3.0
588,7,920,4.0
589,7,922,3.0
590,7,924,3.0
591,7,928,3.0
592,7,932,3.0
593,7,952,3.0
594,7,1017,4.0
595,7,1020,3.0
596,7,1077,5.0
597,7,1094,3.0
598,7,1095,1.0
599,7,1097,4.0
600,7,1101,3.0
601,7,1183,3.0
602,7,1196,5.0
603,7,1206,2.0
604,7,1210,5.0
605,7,1230,3.0
606,7,1247,4.0
607,7,1253,4.0
608,7,1256,5.0
609,7,1259,3.0
610,7,1265,4.0
611,7,1270,4.0
612,7,1271,4.0
613,7,1272,4.0
614,7,1301,3.0
615,7,1307,3.0
616,7,1343,3.0
617,7,1357,4.0
618,7,1385,4.0
619,7,1391,2.0
620,7,1393,3.0
621,7,1408,3.0
622,7,1409,2.0
623,7,1441,3.0
624,7,1449,4.0
625,7,1466,3.0
626,7,1513,2.0
627,7,1517,3.0
628,7,1544,4.0
629,7,1573,3.0
630,7,1580,3.0
631,7,1597,3.0
632,7,1617,3.0
633,7,1674,4.0
634,7,1682,2.0
635,7,1721,5.0
636,7,1777,4.0
637,7,1882,3.0
638,7,1888,3.0
639,7,1894,3.0
640,7,1911,4.0
641,7,1917,4.0
642,7,1932,3.0
643,7,1964,3.0
644,7,2011,4.0
645,7,2012,4.0
646,7,2013,3.0
647,7,2018,4.0
648,7,2028,5.0
649,7,2054,3.0
650,7,2067,3.0
651,7,2080,4.0
652,7,2081,3.0
653,7,2108,3.0
654,7,2112,3.0
655,7,2125,3.0
656,7,2146,3.0
657,7,2195,2.0
658,7,2243,3.0
659,7,2266,2.0
660,7,2297,3.0
661,7,2311,3.0
662,7,2316,3.0
663,7,2333,3.0
664,7,2346,3.0
665,7,2363,3.0
666,7,2367,3.0
667,7,2384,3.0
668,7,2385,2.0
669,7,2390,4.0
670,7,2396,3.0
671,7,2403,4.0
672,7,2405,4.0
673,7,2407,4.0
674,7,2424,3.0
675,7,2427,3.0
676,7,2463,4.0
677,7,2468,2.0
678,7,2469,3.0
679,7,2478,2.0
680,7,2498,2.0
681,7,2529,4.0
682,7,2535,3.0
683,7,2546,3.0
684,7,2558,3.0
685,7,2598,3.0
686,7,2628,4.0
687,7,2633,3.0
688,7,2640,4.0
689,7,2641,4.0
690,7,2642,3.0
691,7,2654,4.0
692,7,2657,2.0
693,7,2664,4.0
694,7,2671,4.0
695,7,2683,3.0
696,7,2694,3.0
697,7,2701,3.0
698,7,2716,4.0
699,7,2722,3.0
700,7,2723,3.0
701,7,2734,2.0
702,7,2752,4.0
703,7,2762,5.0
704,7,2770,2.0
705,7,2858,3.0
706,7,2861,3.0
707,7,2881,4.0
708,7,2908,4.0
709,7,2916,3.0
710,7,2942,5.0
711,7,2950,3.0
712,7,2959,4.0
713,7,2968,2.0
714,7,2987,4.0
715,7,2993,4.0
716,7,3004,2.0
717,7,3032,2.0
718,7,3033,2.0
719,7,3037,4.0
720,7,3039,3.0
721,7,3062,3.0
722,7,3074,3.0
723,7,3081,2.0
724,7,3086,4.0
725,7,3103,2.0
726,7,3108,3.0
727,7,3118,3.0
728,7,3156,3.0
729,7,3175,2.0
730,7,3176,2.0
731,7,3179,5.0
732,7,3185,3.0
733,7,3194,4.0
734,7,3199,2.0
735,7,3219,2.0
736,7,3235,3.0
737,7,3244,3.0
738,7,3334,3.0
739,7,3341,4.0
740,7,3354,3.0
741,7,3363,4.0
742,7,3408,4.0
743,7,3417,5.0
744,7,3448,4.0
745,7,3469,4.0
746,7,3479,5.0
747,7,3501,3.0
748,7,3510,4.0
749,7,3512,4.0
750,7,3524,4.0
751,7,3526,3.0
752,7,3527,3.0
753,7,3528,2.0
754,7,3578,5.0
755,7,3593,2.0
756,7,3671,4.0
757,7,3684,3.0
758,7,3699,4.0
759,7,3701,3.0
760,7,3717,2.0
761,7,3753,4.0
762,7,3754,2.0
763,7,3793,4.0
764,7,3798,2.0
765,7,3824,2.0
766,7,3826,4.0
767,7,3827,3.0
768,7,3844,3.0
769,7,3864,3.0
770,7,3911,4.0
771,7,3926,3.0
772,7,3932,4.0
773,7,3959,4.0
774,7,3977,4.0
775,7,3978,3.0
776,7,3987,4.0
777,7,3988,4.0
778,7,3994,3.0
779,7,4018,3.0
780,7,4019,4.0
781,7,4023,3.0
782,7,4041,4.0
783,7,4062,3.0
784,7,4155,3.0
785,7,4186,4.0
786,7,4270,3.0
787,7,4306,5.0
788,7,4308,4.0
789,7,4310,3.0
790,7,4317,3.0
791,7,4339,4.0
792,7,4349,3.0
793,7,4361,3.0
794,7,4368,3.0
795,7,4370,2.0
796,7,4464,2.0
797,7,4503,3.0
798,7,4545,4.0
799,7,4603,2.0
800,7,4626,4.0
801,7,4638,4.0
802,7,4639,2.0
803,7,4643,4.0
804,7,4661,2.0
805,7,4700,3.0
806,7,4736,3.0
807,7,4799,5.0
808,7,4848,1.0
809,7,4867,4.0
810,7,4874,4.0
811,7,4896,3.0
812,7,4963,5.0
813,7,4993,4.0
814,7,4994,4.0
815,7,4995,3.0
816,7,5009,3.0
817,8,1,4.0
818,8,3,5.0
819,8,6,3.0
820,8,10,4.0
821,8,19,1.0
822,8,21,4.0
823,8,39,3.0
824,8,47,5.0
825,8,48,4.0
826,8,110,5.0
827,8,150,4.0
828,8,153,3.0
829,8,161,4.0
830,8,165,3.0
831,8,168,3.0
832,8,172,1.0
833,8,173,3.0
834,8,185,2.0
835,8,207,4.0
836,8,208,3.0
837,8,231,3.0
838,8,236,4.0
839,8,253,4.0
840,8,266,5.0
841,8,276,3.0
842,8,277,4.0
843,8,288,5.0
844,8,292,4.0
845,8,296,5.0
846,8,316,2.0
847,8,329,3.0
848,8,338,2.0
849,8,339,4.0
850,8,344,3.0
851,8,349,5.0
852,8,350,4.0
853,8,353,3.0
854,8,355,2.0
855,8,356,5.0
856,8,357,4.0
857,8,364,4.0
858,8,367,3.0
859,8,372,4.0
860,8,377,4.0
861,8,380,4.0
862,8,381,4.0
863,8,434,5.0
864,8,442,4.0
865,8,454,4.0
866,8,457,5.0
867,8,480,4.0
868,8,500,4.0
869,8,508,3.0
870,8,527,5.0
871,8,539,4.0
872,8,550,4.0
873,8,551,4.0
874,8,552,3.0
875,8,553,5.0
876,8,587,4.0
877,8,588,3.0
878,8,589,5.0
879,8,590,5.0
880,8,592,4.0
881,8,593,5.0
882,8,595,3.0
883,8,597,5.0
884,8,610,4.0
885,8,648,5.0
886,8,733,4.0
887,9,356,4.0
888,9,858,5.0
889,9,1219,3.0
890,9,1911,3.0
891,9,1923,4.0
892,9,1997,5.0
893,9,2279,3.0
894,9,2605,2.0
895,9,2683,3.0
896,9,2688,3.0
897,9,2706,4.0
898,9,2710,3.0
899,9,2719,2.0
900,9,2722,2.0
901,9,2840,3.0
902,9,2841,4.0
903,9,2959,5.0
904,9,3016,2.0
905,9,3785,2.0
906,9,3798,5.0
907,9,3857,3.0
908,9,3908,2.0
909,9,3979,3.0
910,9,3994,3.0
911,9,3999,2.0
912,9,4022,4.0
913,9,4030,2.0
914,9,4034,1.0
915,9,4148,5.0
916,9,4369,4.0
917,9,4483,2.0
918,9,4502,1.0
919,9,4509,3.0
920,9,4519,2.0
921,9,4533,3.0
922,10,1,4.0
923,10,11,4.0
924,10,25,4.0
925,10,260,4.0
926,10,356,3.0
927,10,527,5.0
928,10,858,5.0
929,10,912,4.0
930,10,969,4.0
931,10,1094,3.0
932,10,1136,4.0
933,10,1196,4.0
934,10,1198,4.0
935,10,1204,3.0
936,10,1208,4.0
937,10,1210,4.0
938,10,1221,5.0
939,10,1222,3.0
940,10,1230,4.0
941,10,1240,4.0
942,10,1242,4.0
943,10,1247,5.0
944,10,1250,4.0
945,10,1304,3.0
946,10,1387,5.0
947,10,1721,4.0
948,10,1960,3.0
949,10,2028,4.0
950,10,2058,3.0
951,10,2194,4.0
952,10,2384,4.0
953,10,2529,3.0
954,10,2657,4.0
955,10,2797,4.0
956,10,2944,4.0
957,10,2948,4.0
958,10,3062,4.0
959,10,3107,3.0
960,11,1,4.5
961,11,10,2.5
962,11,19,3.5
963,11,32,5.0
964,11,39,4.5
965,11,65,2.0
966,11,110,4.0
967,11,145,3.0
968,11,150,5.0
969,11,153,3.5
970,11,158,4.0
971,11,160,4.0
972,11,165,4.0
973,11,170,5.0
974,11,172,5.0
975,11,173,5.0
976,11,185,4.0
977,11,208,4.5
978,11,231,4.0
979,11,253,4.5
980,11,256,5.0
981,11,260,5.0
982,11,286,0.5
983,11,296,3.5
984,11,316,3.5
985,11,318,5.0
986,11,344,3.5
987,11,356,5.0
988,11,364,4.0
989,11,367,4.0
990,11,377,4.0
991,11,380,5.0
992,11,384,3.5
993,11,405,3.5
994,11,410,4.0
995,11,441,1.5
996,11,442,4.5
997,11,480,5.0
998,11,500,4.5
999,11,519,1.0
1000,11,527,4.5
1001,11,531,4.5
1002,11,541,4.5
1003,11,546,5.0
1004,11,551,5.0
1005,11,586,4.0
1006,11,587,4.5
1007,11,588,5.0
1008,11,589,4.5
1009,11,592,4.5
1010,11,593,5.0
1011,11,595,4.5
1012,11,597,4.5
1013,11,608,3.5
1014,11,610,4.0
1015,11,611,3.5
1016,11,616,4.0
1017,11,631,2.0
1018,11,648,4.0
1019,11,653,4.5
1020,11,671,0.5
1021,11,673,5.0
1022,11,736,5.0
1023,11,741,4.5
1024,11,761,3.5
1025,11,780,5.0
1026,11,784,3.5
1027,11,828,4.0
1028,11,858,2.5
1029,11,880,5.0
1030,11,968,5.0
1031,11,1028,4.0
1032,11,1029,3.5
1033,11,1032,4.0
1034,11,1036,4.0
1035,11,1046,4.5
1036,11,1064,3.0
1037,11,1073,5.0
1038,11,1077,0.5
1039,11,1093,3.0
1040,11,1097,4.5
1041,11,1136,4.5
1042,11,1168,4.5
1043,11,1169,1.5
1044,11,1196,5.0
1045,11,1197,4.0
1046,11,1198,4.0
1047,11,1200,5.0
1048,11,1210,4.5
1049,11,1213,1.5
1050,11,1214,5.0
1051,11,1215,3.0
1052,11,1225,5.0
1053,11,1240,5.0
1054,11,1253,4.0
1055,11,1255,4.0
1056,11,1270,5.0
1057,11,1274,5.0
1058,11,1291,4.5
1059,11,1320,5.0
1060,11,1321,4.0
1061,11,1339,5.0
1062,11,1367,3.5
1063,11,1387,4.0
1064,11,1391,4.0
1065,11,1432,1.0
1066,11,1527,4.5
1067,11,1544,5.0
1068,11,1580,5.0
1069,11,1584,4.0
1070,11,1591,5.0
1071,11,1653,5.0
1072,11,1676,4.5
1073,11,1688,3.0
1074,11,1690,5.0
1075,11,1721,4.0
1076,11,1748,5.0
1077,11,1862,1.0
1078,11,1876,4.5
1079,11,1882,4.0
1080,11,1917,5.0
1081,11,1961,3.5
1082,11,1977,0.5
1083,11,1982,1.0
1084,11,2004,4.5
1085,11,2011,5.0
1086,11,2012,5.0
1087,11,2018,4.0
1088,11,2023,2.0
1089,11,2028,5.0
1090,11,2042,4.0
1091,11,2105,4.5
1092,11,2107,0.5
1093,11,2123,2.5
1094,11,2124,3.5
1095,11,2134,5.0
1096,11,2140,5.0
1097,11,2143,3.0
1098,11,2153,3.5
1099,11,2232,4.5
1100,11,2240,4.5
1101,11,2291,5.0
1102,11,2294,3.5
1103,11,2313,4.5
1104,11,2355,4.0
1105,11,2378,3.0
1106,11,2396,4.5
1107,11,2420,3.0
1108,11,2428,5.0
1109,11,2455,5.0
1110,11,2571,5.0
1111,11,2572,5.0
1112,11,2600,5.0
1113,11,2628,4.5
1114,11,2641,3.0
1115,11,2642,4.0
1116,11,2683,0.5
1117,11,2688,3.5
1118,11,2706,4.0
1119,11,2716,5.0
1120,11,2717,4.5
1121,11,2720,4.0
1122,11,2722,4.5
1123,11,2761,4.5
1124,11,2762,5.0
1125,11,2793,5.0
1126,11,2810,3.5
1127,11,2827,4.0
1128,11,2840,4.0
1129,11,2858,5.0
1130,11,2916,5.0
1131,11,2959,4.5
1132,11,2985,3.5
1133,11,2990,0.5
1134,11,3000,5.0
1135,11,3033,4.0
1136,11,3054,4.0
1137,11,3083,3.5
1138,11,3113,5.0
1139,11,3114,5.0
1140,11,3159,5.0
1141,11,3213,3.0
1142,11,3247,4.5
1143,11,3269,5.0
1144,11,3300,4.0
1145,11,3396,0.5
1146,11,3438,4.5
1147,11,3525,5.0
1148,11,3527,4.5
1149,11,3535,2.0
1150,11,3578,4.5
1151,11,3697,4.5
1152,11,3702,4.0
1153,11,3703,3.0
1154,11,3704,3.5
1155,11,3745,4.5
1156,11,3752,3.5
1157,11,3753,5.0
1158,11,3793,5.0
1159,11,3826,3.5
1160,11,3863,3.5
1161,11,3864,4.0
1162,11,3892,4.0
1163,11,3897,4.0
1164,11,3969,5.0
1165,11,3980,4.0
1166,11,3988,4.0
1167,11,3991,3.0
1168,11,3994,5.0
1169,11,4006,2.0
1170,11,4015,2.0
1171,11,4052,2.5
1172,11,4054,4.0
1173,11,4105,2.0
1174,11,4133,3.5
1175,11,4226,5.0
1176,11,4232,2.5
1177,11,4235,5.0
1178,11,4246,3.0
1179,11,4262,2.0
1180,11,4299,5.0
1181,11,4306,4.5
1182,11,4340,4.0
1183,11,4343,3.0
1184,11,4366,4.5
1185,11,4370,5.0
1186,11,4388,5.0
1187,11,4446,4.5
1188,11,4492,4.0
1189,11,4533,3.5
1190,11,4571,5.0
1191,11,4638,5.0
1192,11,4643,4.5
1193,11,4718,3.0
1194,11,4792,4.0
1195,11,4850,3.0
1196,11,4868,2.5
1197,11,4878,5.0
1198,11,4887,5.0
1199,11,4896,5.0
1200,11,4973,3.5
1201,11,4974,4.5
1202,11,4993,5.0
1203,11,4995,4.0
1204,11,5046,4.5
1205,11,5151,4.0
1206,11,5152,4.5
1207,11,5171,5.0
1208,11,5219,5.0
1209,11,5220,3.0
1210,11,5225,4.0
1211,11,5266,4.5
1212,11,5283,4.0
1213,11,5299,4.5
1214,11,5323,3.0
1215,11,5349,5.0
1216,11,5377,5.0
1217,11,5378,4.5
1218,11,5400,3.5
1219,11,5444,4.5
1220,11,5445,4.5
1221,11,5459,5.0
1222,11,5463,4.5
1223,11,5502,4.5
1224,11,5618,4.5
1225,11,5669,5.0
1226,11,5782,4.0
1227,11,5816,5.0
1228,11,5882,5.0
1229,11,5903,5.0
1230,11,5952,5.0
1231,11,5971,5.0
1232,11,6016,5.0
1233,11,6094,4.0
1234,11,6250,5.0
1235,11,6264,2.5
1236,11,6281,5.0
1237,11,6283,2.5
1238,11,6287,1.0
1239,11,6291,5.0
1240,11,6294,4.0
1241,11,6333,5.0
1242,11,6365,5.0
1243,11,6377,5.0
1244,11,6378,3.5
1245,11,6383,3.0
1246,11,6502,5.0
1247,11,6503,3.5
1248,11,6534,4.0
1249,11,6537,3.5
1250,11,6539,5.0
1251,11,6541,4.0
1252,11,6548,2.5
1253,11,6586,3.0
1254,11,6624,2.0
1255,11,6659,4.5
1256,11,6711,2.0
1257,11,6731,4.5
1258,11,6795,2.5
1259,11,6863,5.0
1260,11,6874,4.0
1261,11,6934,5.0
1262,11,6953,4.5
1263,11,6979,5.0
1264,11,6996,4.0
1265,11,7022,4.5
1266,11,7099,4.5
1267,11,7153,5.0
1268,11,7163,4.5
1269,11,7173,4.5
1270,11,7254,5.0
1271,11,7293,4.5
1272,11,7345,2.0
1273,11,7361,5.0
1274,11,7439,3.5
1275,11,7444,5.0
1276,11,7458,4.5
1277,11,7481,5.0
1278,11,7541,4.5
